0,234583292
0,06251454932
0,7412677687
0,06111859718
0,5797429944
0,2169627764
0,4884359666
0,4887137296
0,8755670916
0,6378797785
0,04231982114
0,05187330427
0,3862169909
0,537027959
0,9137551621
0,4952766064
0,6648921418
0,2493895209
0,934912324
0,4934312007
0,1996500456
0,4460858769
0,07116072859
0,681738456
0,9116489663
0,5233169163
0,8347643126
0,9411763327
0,6618150107
0,7826790705
0,9379784995
0,01075448434
0,3459899126
0,707443471
0,9704524451
0,2567515543
0,7989941634
0,6317728607
0,5108056493
0,4961287885
0,05632348601
0,2546390032
0,102800873
0,9215277114
0,05092772088
0,2907434385
0,2585124775
0,1080913841
0,6631637898
0,3246845721
0,4052104861
0,578847513
0,4730020366
0,7757270087
0,4897793263
0,2218891373
0,9213980135
0,496540202
0,953227267
0,3685278958
0,4051445924
0,8388580876
0,9581480917
0,6760118524
0,03328526697
0,6052844077
0,943301531
0,6770408345
0,184921784
0,3300647844
0,8391007401
0,1288569662
0,5362229388
0,8643155377
0,07055391123
0,7886069422
0,1351419398
0,7008155689
0,4604166031
0,6908607235
0,7960785604
0,9306042258
0,3156426033
0,2953691317
0,2223704179
0,2405030329
0,3418514608
0,3413552515
0,01585559034
0,304606804
0,7436847609
0,7690122497
0,2477520181
0,7705945203
0,6239307106
0,6967333439
0,431622773
0,7709707542
0,1946936527
0,2421132679
