-0,9065420561
-0,2593457944
-0,3107476636
-0,05140186916
-0,6378504673
-0,1775700935
-0,3925233645
-0,7336448598
-0,5397196262
-0,511682243
-0,05607476636
0,8364485981
-0,8714953271
0,511682243
0,285046729
-0,05373831776
0,3154205607
-0,5140186916
0,3271028037
-0,8037383178
-0,7102803738
-0,8107476636
0,238317757
-0,4158878505
-0,04906542056
-0,296728972
-0,4228971963
0,1799065421
0,2640186916
0,3574766355
0,3364485981
-0,2196261682
0,1098130841
0,1799065421
-0,1705607477
0,08644859813
-0,1612149533
0,6214953271
-0,3808411215
-0,8644859813
-0,9275700935
-0,1658878505
-0,3481308411
0,726635514
-0,9976635514
-0,8154205607
0,2663551402
0,3831775701
-0,3294392523
-0,5280373832
0,3294392523
-0,07943925234
-0,5887850467
0,8831775701
-0,6121495327
0,9182242991
0,8177570093
0,4439252336
-0,6261682243
0,8714953271
0,714953271
-0,25
-0,3528037383
-0,4088785047
0,5841121495
0,4859813084
0,8317757009
-0,4626168224
-0,7873831776
0,3014018692
-0,06074766355
-0,308411215
-0,3574766355
0,2780373832
0,6098130841
-0,453271028
0,5630841121
-0,7686915888
0,4275700935
0,7079439252
0,1658878505
0,9976635514
0,976635514
0,4742990654
0,1098130841
0,4158878505
-0,5280373832
0,6799065421
0,5911214953
-0,1028037383
0,761682243
0,8364485981
0,6518691589
0,9392523364
0,9579439252
0,6261682243
0,9369158879
-0,009345794393
-0,9672897196
0,9953271028
